,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,43.0,2016-04-03 ~ 2016-04-09,Be Alright%ARIANA GRANDE,14,101.0,101.0,101.0,101.0,101.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,43.0,2016-04-03 ~ 2016-04-09,Be Alright%ARIANA GRANDE,14,101.0,101.0,101.0,101.0,101.0
0,16.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-17 ~ 2016-04-23,Be Alright%ARIANA GRANDE,14,101.0,43.0,101.0,101.0,0.0
0,14.0,0.63464081093,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,101.0
1,15.0,3.53738822836,0.428571428571,0.0142857142857,15.5,0.0428571428571,101.0,2016-04-10 ~ 2016-04-16,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,101.0
2,16.0,12.6859827721,0.277777777778,0.0,6.0,0.0,101.0,2016-04-17 ~ 2016-04-23,Bet You Can't Do It Like Me%DLOW,17,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,98.0,2016-04-03 ~ 2016-04-09,Body%DREEZY ,18,101.0,101.0,101.0,101.0,89.0
0,14.0,0.00595238095238,0.416666666667,0.166666666667,2.0,0.583333333333,98.0,2016-04-03 ~ 2016-04-09,Body%DREEZY ,18,101.0,101.0,101.0,101.0,89.0
1,16.0,0.00595238095238,0.0,0.0,1.0,0.0,89.0,2016-04-17 ~ 2016-04-23,Body%DREEZY ,18,89.0,98.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,9.0,2016-04-03 ~ 2016-04-09,Cake By The Ocean%DNCE,21,9.0,9.0,10.0,9.0,11.0
0,14.0,0.00595238095238,0.48,0.06,6.25,0.42,9.0,2016-04-03 ~ 2016-04-09,Cake By The Ocean%DNCE,21,9.0,9.0,10.0,9.0,11.0
1,16.0,0.418103898819,0.1,0.0,2.0,0.1,11.0,2016-04-17 ~ 2016-04-23,Cake By The Ocean%DNCE,21,11.0,9.0,9.0,9.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,61.0,2016-04-03 ~ 2016-04-09,Came Here To Forget%BLAKE SHELTON,22,42.0,54.0,101.0,101.0,48.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,61.0,2016-04-03 ~ 2016-04-09,Came Here To Forget%BLAKE SHELTON,22,42.0,54.0,101.0,101.0,48.0
0,16.0,0.00595238095238,0.0,0.0,1.0,0.0,48.0,2016-04-17 ~ 2016-04-23,Came Here To Forget%BLAKE SHELTON,22,48.0,61.0,42.0,54.0,0.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-10 ~ 2016-04-16,Can't Feel My Face%THE WEEKND,23,101.0,50.0,45.0,39.0,101.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-10 ~ 2016-04-16,Can't Feel My Face%THE WEEKND,23,101.0,50.0,45.0,39.0,101.0
0,14.0,0.00595238095238,0.0892857142857,0.0178571428571,3.66666666667,0.116071428571,101.0,2016-04-03 ~ 2016-04-09,Can't Feel My Face%THE WEEKND,23,50.0,45.0,39.0,38.0,101.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,71.0,2016-04-03 ~ 2016-04-09,Cheap Thrills%SIA ,24,87.0,92.0,91.0,97.0,39.0
0,14.0,0.00595238095238,1.0,0.0,21.0,0.45,71.0,2016-04-03 ~ 2016-04-09,Cheap Thrills%SIA ,24,87.0,92.0,91.0,97.0,39.0
1,16.0,7.72532188841,1.0,0.0,6.0,0.0,39.0,2016-04-17 ~ 2016-04-23,Cheap Thrills%SIA ,24,39.0,71.0,87.0,92.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Close%NICK JONAS ,25,101.0,101.0,101.0,101.0,27.0
0,14.0,0.00595238095238,0.408450704225,0.0352112676056,9.83333333333,0.457746478873,101.0,2016-04-03 ~ 2016-04-09,Close%NICK JONAS ,25,101.0,101.0,101.0,101.0,27.0
1,16.0,5.07478699118,0.29203539823,0.106194690265,2.61538461538,0.911504424779,27.0,2016-04-17 ~ 2016-04-23,Close%NICK JONAS ,25,27.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,66.0,2016-04-03 ~ 2016-04-09,Company%JUSTIN BIEBER,26,77.0,89.0,101.0,101.0,57.0
0,14.0,0.00595238095238,0.0365535248042,0.0130548302872,2.63636363636,0.0744125326371,66.0,2016-04-03 ~ 2016-04-09,Company%JUSTIN BIEBER,26,77.0,89.0,101.0,101.0,57.0
1,16.0,742.033563672,0.0595466155811,0.0207535121328,2.85496183206,2.19236909323,57.0,2016-04-17 ~ 2016-04-23,Company%JUSTIN BIEBER,26,57.0,66.0,77.0,89.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,55.0,2016-04-03 ~ 2016-04-09,Confession%FLORIDA GEORGIA LINE,27,60.0,60.0,62.0,62.0,56.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,55.0,2016-04-03 ~ 2016-04-09,Confession%FLORIDA GEORGIA LINE,27,60.0,60.0,62.0,62.0,56.0
0,16.0,0.00595238095238,0.333333333333,0.0,2.0,0.333333333333,56.0,2016-04-17 ~ 2016-04-23,Confession%FLORIDA GEORGIA LINE,27,56.0,55.0,60.0,60.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Confident%DEMI LOVATO,28,101.0,101.0,101.0,101.0,101.0
0,14.0,0.00595238095238,0.980392156863,0.0,51.0,0.411764705882,101.0,2016-04-03 ~ 2016-04-09,Confident%DEMI LOVATO,28,101.0,101.0,101.0,101.0,101.0
1,16.0,8.64300626305,1.0,0.0,24.0,0.173913043478,101.0,2016-04-17 ~ 2016-04-23,Confident%DEMI LOVATO,28,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,1.0,0.5,1.0,13.0,2016-04-03 ~ 2016-04-09,Dangerous Woman%ARIANA GRANDE,30,10.0,101.0,101.0,101.0,12.0
1,15.0,1.38315243492,0.0,1.0,0.0588235294118,0.25,12.0,2016-04-10 ~ 2016-04-16,Dangerous Woman%ARIANA GRANDE,30,13.0,10.0,101.0,101.0,12.0
2,16.0,4.22907488987,0.0,1.0,0.0769230769231,0.0,12.0,2016-04-17 ~ 2016-04-23,Dangerous Woman%ARIANA GRANDE,30,12.0,13.0,10.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Dessert%DAWIN,31,101.0,101.0,101.0,101.0,101.0
0,14.0,0.00595238095238,0.266666666667,0.0444444444444,4.33333333333,0.133333333333,101.0,2016-04-03 ~ 2016-04-09,Dessert%DAWIN,31,101.0,101.0,101.0,101.0,101.0
1,16.0,0.714115686741,0.4,0.0,7.0,0.2,101.0,2016-04-17 ~ 2016-04-23,Dessert%DAWIN,31,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Dibs%KELSEA BALLERINI,32,101.0,101.0,101.0,69.0,101.0
0,14.0,0.00595238095238,0.722222222222,0.0,14.0,1.05555555556,101.0,2016-04-03 ~ 2016-04-09,Dibs%KELSEA BALLERINI,32,101.0,101.0,101.0,69.0,101.0
1,16.0,0.314901593252,0.285714285714,0.0,3.0,5.57142857143,101.0,2016-04-17 ~ 2016-04-23,Dibs%KELSEA BALLERINI,32,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,44.0,2016-04-03 ~ 2016-04-09,Die A Happy Man%THOMAS RHETT,33,43.0,41.0,38.0,39.0,45.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,44.0,2016-04-03 ~ 2016-04-09,Die A Happy Man%THOMAS RHETT,33,43.0,41.0,38.0,39.0,45.0
0,16.0,0.00595238095238,1.0,0.0,2.0,0.0,45.0,2016-04-17 ~ 2016-04-23,Die A Happy Man%THOMAS RHETT,33,45.0,44.0,43.0,41.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Digits%YOUNG THUG,34,101.0,101.0,101.0,101.0,93.0
0,14.0,0.00595238095238,0.928571428571,0.0,14.0,0.285714285714,101.0,2016-04-03 ~ 2016-04-09,Digits%YOUNG THUG,34,101.0,101.0,101.0,101.0,93.0
1,16.0,0.295631227417,1.0,0.0,4.0,0.333333333333,93.0,2016-04-17 ~ 2016-04-23,Digits%YOUNG THUG,34,93.0,101.0,101.0,101.0,0.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,25.0,2016-04-10 ~ 2016-04-16,Don't Let Me Down%THE CHAINSMOKERS ,35,31.0,54.0,63.0,76.0,25.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,25.0,2016-04-10 ~ 2016-04-16,Don't Let Me Down%THE CHAINSMOKERS ,35,31.0,54.0,63.0,76.0,25.0
0,14.0,0.00595238095238,0.162470023981,0.825839328537,0.19702467344,0.909472422062,31.0,2016-04-03 ~ 2016-04-09,Don't Let Me Down%THE CHAINSMOKERS ,35,54.0,63.0,76.0,81.0,25.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,24.0,2016-04-10 ~ 2016-04-16,Don't%BRYSON TILLER,36,23.0,21.0,19.0,19.0,24.0
0,15.0,0.00595238095238,0.0,0.0,1.0,0.0,24.0,2016-04-10 ~ 2016-04-16,Don't%BRYSON TILLER,36,23.0,21.0,19.0,19.0,24.0
0,14.0,0.00595238095238,0.0462633451957,0.0355871886121,1.27272727273,0.209964412811,23.0,2016-04-03 ~ 2016-04-09,Don't%BRYSON TILLER,36,21.0,19.0,19.0,17.0,24.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,49.0,2016-04-03 ~ 2016-04-09,Ex's & Oh's%ELLE KING,39,48.0,40.0,40.0,34.0,101.0
0,14.0,0.00595238095238,0.219512195122,0.00573888091822,34.1111111111,0.331420373027,49.0,2016-04-03 ~ 2016-04-09,Ex's & Oh's%ELLE KING,39,48.0,40.0,40.0,34.0,101.0
1,16.0,35.7378618761,0.197969543147,0.00253807106599,39.5,0.109137055838,101.0,2016-04-17 ~ 2016-04-23,Ex's & Oh's%ELLE KING,39,101.0,49.0,48.0,40.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,26.0,2016-04-03 ~ 2016-04-09,Exchange%BRYSON TILLER,40,30.0,26.0,36.0,37.0,29.0
0,14.0,0.00595238095238,0.357142857143,0.214285714286,1.5,0.571428571429,26.0,2016-04-03 ~ 2016-04-09,Exchange%BRYSON TILLER,40,30.0,26.0,36.0,37.0,29.0
1,16.0,0.725245945674,0.5,0.0833333333333,3.5,0.75,29.0,2016-04-17 ~ 2016-04-23,Exchange%BRYSON TILLER,40,29.0,26.0,30.0,26.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,100.0,2016-04-03 ~ 2016-04-09,Fast Car%JONAS BLUE ,41,100.0,101.0,101.0,101.0,98.0
0,14.0,0.00595238095238,1.0,0.0,28.0,0.037037037037,100.0,2016-04-03 ~ 2016-04-09,Fast Car%JONAS BLUE ,41,100.0,101.0,101.0,101.0,98.0
1,16.0,1.01077457621,1.0,0.0,9.0,0.125,98.0,2016-04-17 ~ 2016-04-23,Fast Car%JONAS BLUE ,41,98.0,100.0,100.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Get Ugly%JASON DERULO,42,101.0,97.0,77.0,65.0,101.0
0,14.0,0.00595238095238,0.0,1.0,0.04,0.0,101.0,2016-04-03 ~ 2016-04-09,Get Ugly%JASON DERULO,42,101.0,97.0,77.0,65.0,101.0
1,16.0,0.262358799951,0.0,1.0,0.142857142857,0.0,101.0,2016-04-17 ~ 2016-04-23,Get Ugly%JASON DERULO,42,101.0,101.0,101.0,97.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,15.0,2016-04-03 ~ 2016-04-09,Hands To Myself%SELENA GOMEZ,45,15.0,13.0,15.0,11.0,17.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,15.0,2016-04-03 ~ 2016-04-09,Hands To Myself%SELENA GOMEZ,45,15.0,13.0,15.0,11.0,17.0
1,16.0,1.57236450268,0.0909090909091,0.0909090909091,1.0,0.636363636364,17.0,2016-04-17 ~ 2016-04-23,Hands To Myself%SELENA GOMEZ,45,17.0,15.0,15.0,13.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,75.0,2016-04-03 ~ 2016-04-09,Heartbeat%CARRIE UNDERWOOD,47,56.0,48.0,46.0,44.0,80.0
0,14.0,0.00595238095238,0.25,0.75,0.5,0.25,75.0,2016-04-03 ~ 2016-04-09,Heartbeat%CARRIE UNDERWOOD,47,56.0,48.0,46.0,44.0,80.0
1,16.0,0.00595238095238,0.0,1.0,0.5,0.0,80.0,2016-04-17 ~ 2016-04-23,Heartbeat%CARRIE UNDERWOOD,47,80.0,75.0,56.0,48.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,19.0,2016-04-03 ~ 2016-04-09,Hello%ADELE,49,16.0,12.0,11.0,8.0,19.0
0,14.0,0.00595238095238,0.284750337382,0.0661268556005,4.24,0.609986504723,19.0,2016-04-03 ~ 2016-04-09,Hello%ADELE,49,16.0,12.0,11.0,8.0,19.0
1,16.0,31.1577232461,0.420588235294,0.0911764705882,4.5,0.720588235294,19.0,2016-04-17 ~ 2016-04-23,Hello%ADELE,49,19.0,19.0,16.0,12.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,47.0,2016-04-03 ~ 2016-04-09,Here%ALESSIA CARA,50,39.0,32.0,33.0,26.0,101.0
0,14.0,0.00595238095238,0.2,0.0,4.0,0.0666666666667,47.0,2016-04-03 ~ 2016-04-09,Here%ALESSIA CARA,50,39.0,32.0,33.0,26.0,101.0
1,16.0,1.16005254939,0.0,0.0,1.0,0.692307692308,101.0,2016-04-17 ~ 2016-04-23,Here%ALESSIA CARA,50,101.0,47.0,39.0,32.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,46.0,2016-04-03 ~ 2016-04-09,Hide Away%DAYA,51,41.0,37.0,31.0,23.0,101.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,46.0,2016-04-03 ~ 2016-04-09,Hide Away%DAYA,51,41.0,37.0,31.0,23.0,101.0
1,16.0,0.279920378204,0.0,0.0,1.0,0.0,101.0,2016-04-17 ~ 2016-04-23,Hide Away%DAYA,51,101.0,46.0,41.0,37.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,History%ONE DIRECTION,52,101.0,101.0,100.0,98.0,101.0
0,14.0,0.00595238095238,0.189655172414,0.0172413793103,7.66666666667,0.189655172414,101.0,2016-04-03 ~ 2016-04-09,History%ONE DIRECTION,52,101.0,101.0,100.0,98.0,101.0
1,16.0,2.6825633383,0.157894736842,0.0526315789474,2.0,0.526315789474,101.0,2016-04-17 ~ 2016-04-23,History%ONE DIRECTION,52,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,Hollow%TORI KELLY,53,101.0,101.0,101.0,84.0,101.0
0,14.0,0.00595238095238,0.3,0.7,0.5,0.2,101.0,2016-04-03 ~ 2016-04-09,Hollow%TORI KELLY,53,101.0,101.0,101.0,84.0,101.0
1,16.0,0.368644718652,0.0,1.0,0.333333333333,2.5,101.0,2016-04-17 ~ 2016-04-23,Hollow%TORI KELLY,53,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,34.0,2016-04-03 ~ 2016-04-09,Hotline Bling%DRAKE,55,28.0,27.0,24.0,21.0,38.0
0,14.0,0.00595238095238,0.166666666667,0.0,2.0,0.166666666667,34.0,2016-04-03 ~ 2016-04-09,Hotline Bling%DRAKE,55,28.0,27.0,24.0,21.0,38.0
1,16.0,0.392905866303,0.166666666667,0.0,2.0,0.333333333333,38.0,2016-04-17 ~ 2016-04-23,Hotline Bling%DRAKE,55,38.0,34.0,28.0,27.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,51.0,2016-04-03 ~ 2016-04-09,Humble And Kind%TIM McGRAW,56,58.0,57.0,67.0,73.0,44.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,51.0,2016-04-03 ~ 2016-04-09,Humble And Kind%TIM McGRAW,56,58.0,57.0,67.0,73.0,44.0
0,16.0,0.00595238095238,1.0,0.0,6.0,0.6,44.0,2016-04-17 ~ 2016-04-23,Humble And Kind%TIM McGRAW,56,44.0,51.0,58.0,57.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101.0,101.0,101.0,101.0,92.0
0,14.0,0.00595238095238,0.307692307692,0.0,5.0,0.615384615385,101.0,2016-04-03 ~ 2016-04-09,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101.0,101.0,101.0,101.0,92.0
1,16.0,0.363330529857,0.666666666667,0.0,5.0,0.0,92.0,2016-04-17 ~ 2016-04-23,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,92.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,10.0,2016-04-03 ~ 2016-04-09,I Took A Pill In Ibiza%MIKE POSNER,61,11.0,10.0,14.0,15.0,9.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,10.0,2016-04-03 ~ 2016-04-09,I Took A Pill In Ibiza%MIKE POSNER,61,11.0,10.0,14.0,15.0,9.0
1,16.0,0.81801914392,0.0,0.0,1.0,0.125,9.0,2016-04-17 ~ 2016-04-23,I Took A Pill In Ibiza%MIKE POSNER,61,9.0,10.0,11.0,10.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,52.0,2016-04-03 ~ 2016-04-09,In The Night%THE WEEKND,62,47.0,36.0,28.0,19.0,101.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,52.0,2016-04-03 ~ 2016-04-09,In The Night%THE WEEKND,62,47.0,36.0,28.0,19.0,101.0
1,16.0,1.07796534042,0.0,0.0,1.0,0.125,101.0,2016-04-17 ~ 2016-04-23,In The Night%THE WEEKND,62,101.0,52.0,47.0,36.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,101.0,2016-04-03 ~ 2016-04-09,It's You%ZAYN,64,101.0,101.0,59.0,101.0,101.0
0,14.0,0.00595238095238,0.105323193916,0.0391634980989,2.67307692308,0.810646387833,101.0,2016-04-03 ~ 2016-04-09,It's You%ZAYN,64,101.0,101.0,59.0,101.0,101.0
1,16.0,119.73686907,0.139248305607,0.0221811460259,6.13513513514,1.55206407887,101.0,2016-04-17 ~ 2016-04-23,It's You%ZAYN,64,101.0,101.0,101.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,27.0,2016-04-03 ~ 2016-04-09,Jumpman%DRAKE & FUTURE,66,24.0,23.0,22.0,24.0,32.0
0,14.0,0.00595238095238,0.0434782608696,0.0,2.0,0.173913043478,27.0,2016-04-03 ~ 2016-04-09,Jumpman%DRAKE & FUTURE,66,24.0,23.0,22.0,24.0,32.0
1,16.0,3.19290465632,0.272727272727,0.0454545454545,3.5,1.31818181818,32.0,2016-04-17 ~ 2016-04-23,Jumpman%DRAKE & FUTURE,66,32.0,27.0,24.0,23.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,35.0,2016-04-03 ~ 2016-04-09,Let It Go%JAMES BAY,68,38.0,50.0,52.0,35.0,30.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,35.0,2016-04-03 ~ 2016-04-09,Let It Go%JAMES BAY,68,38.0,50.0,52.0,35.0,30.0
0,16.0,0.00595238095238,0.333333333333,0.0,2.0,0.666666666667,30.0,2016-04-17 ~ 2016-04-23,Let It Go%JAMES BAY,68,30.0,35.0,38.0,50.0,0.0
0,14.0,38.0952380952,1.0,0.0,3.0,0.0,95.0,2016-04-03 ~ 2016-04-09,Light It Up%MAJOR LAZER ,69,98.0,101.0,101.0,101.0,84.0
1,15.0,45.5375966268,1.0,0.0,19.0,0.0,84.0,2016-04-10 ~ 2016-04-16,Light It Up%MAJOR LAZER ,69,95.0,98.0,101.0,101.0,84.0
2,16.0,0.88177661659,1.0,0.0,10.0,0.0,84.0,2016-04-17 ~ 2016-04-23,Light It Up%MAJOR LAZER ,69,84.0,95.0,98.0,101.0,0.0
0,14.0,0.00595238095238,0.0,0.0,1.0,0.0,93.0,2016-04-03 ~ 2016-04-09,Like I Would%ZAYN,70,55.0,101.0,101.0,101.0,73.0
