,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,14,0.00595238095238,0.0,0.0,1.0,0.0,43,2016-04-03 ~ 2016-04-09,Be Alright%ARIANA GRANDE,14,101,101,101,101,101
0,15,0.206087205419,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Be Alright%ARIANA GRANDE,14,43,101,101,101,101
1,16,0.261770587166,0.25,0.0,2.0,0.0,101,2016-04-17 ~ 2016-04-23,Be Alright%ARIANA GRANDE,14,101,43,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,72,2016-04-03 ~ 2016-04-09,Beautiful Drug%ZAC BROWN BAND,15,52,55,57,59,76
1,15,0.00595238095238,0.0,0.0,1.0,0.0,76,2016-04-10 ~ 2016-04-16,Beautiful Drug%ZAC BROWN BAND,15,72,52,55,57,76
2,16,0.00595238095238,0.0,0.0,1.0,0.0,76,2016-04-17 ~ 2016-04-23,Beautiful Drug%ZAC BROWN BAND,15,76,72,52,55,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,65,2016-04-03 ~ 2016-04-09,Best Friend%YOUNG THUG,16,57,56,51,48,66
1,15,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-10 ~ 2016-04-16,Best Friend%YOUNG THUG,16,65,57,56,51,66
2,16,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-17 ~ 2016-04-23,Best Friend%YOUNG THUG,16,66,65,57,56,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,101
0,15,52.0392359319,0.5,0.0,15.0,0.0357142857143,101,2016-04-10 ~ 2016-04-16,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,101
1,16,29.417280643,0.311475409836,0.0,20.0,0.16393442623,101,2016-04-17 ~ 2016-04-23,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,98,2016-04-03 ~ 2016-04-09,Body%DREEZY ,18,101,101,101,101,89
0,15,0.499712467033,0.142857142857,0.142857142857,1.0,0.0,89,2016-04-10 ~ 2016-04-16,Body%DREEZY ,18,98,101,101,101,89
1,16,0.572185430464,0.0,0.333333333333,0.5,0.0,89,2016-04-17 ~ 2016-04-23,Body%DREEZY ,18,89,98,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Break On Me.%KEITH URBAN,19,99,81,65,54,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Break On Me.%KEITH URBAN,19,101,99,81,65,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Break On Me.%KEITH URBAN,19,101,101,99,81,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,9,2016-04-03 ~ 2016-04-09,Cake By The Ocean%DNCE,21,9,9,10,9,11
0,15,0.630002100007,0.133333333333,0.0666666666667,1.5,0.0,11,2016-04-10 ~ 2016-04-16,Cake By The Ocean%DNCE,21,9,9,9,10,11
1,16,1.02261832901,0.0416666666667,0.0,2.0,0.0833333333333,11,2016-04-17 ~ 2016-04-23,Cake By The Ocean%DNCE,21,11,9,9,9,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,61,2016-04-03 ~ 2016-04-09,Came Here To Forget%BLAKE SHELTON,22,42,54,101,101,48
0,15,0.00595238095238,0.0,0.0,1.0,0.0,48,2016-04-10 ~ 2016-04-16,Came Here To Forget%BLAKE SHELTON,22,61,42,54,101,48
1,16,13.4663341646,0.0,0.0,1.0,0.666666666667,48,2016-04-17 ~ 2016-04-23,Came Here To Forget%BLAKE SHELTON,22,48,61,42,54,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Can't Feel My Face%THE WEEKND,23,101,50,45,39,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Can't Feel My Face%THE WEEKND,23,50,45,39,38,101
0,16,312.263955177,0.152711323764,0.0163476874003,9.14285714286,0.347687400319,101,2016-04-17 ~ 2016-04-23,Can't Feel My Face%THE WEEKND,23,101,101,50,45,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,71,2016-04-03 ~ 2016-04-09,Cheap Thrills%SIA ,24,87,92,91,97,39
0,15,0.546044024799,1.0,0.0,9.0,0.0,39,2016-04-10 ~ 2016-04-16,Cheap Thrills%SIA ,24,71,87,92,91,39
1,16,1.30514808411,1.0,0.0,27.0,0.307692307692,39,2016-04-17 ~ 2016-04-23,Cheap Thrills%SIA ,24,39,71,87,92,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Close%NICK JONAS ,25,101,101,101,101,27
0,15,1.76984935211,0.404761904762,0.119047619048,3.0,0.452380952381,27,2016-04-10 ~ 2016-04-16,Close%NICK JONAS ,25,101,101,101,101,27
1,16,13.8410998905,0.294303797468,0.0474683544304,5.875,0.933544303797,27,2016-04-17 ~ 2016-04-23,Close%NICK JONAS ,25,27,101,101,101,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,57,2016-04-10 ~ 2016-04-16,Company%JUSTIN BIEBER,26,66,77,89,101,57
0,14,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-03 ~ 2016-04-09,Company%JUSTIN BIEBER,26,77,89,101,101,57
0,16,57.1052316533,0.467924528302,0.22641509434,2.05785123967,0.752830188679,57,2016-04-17 ~ 2016-04-23,Company%JUSTIN BIEBER,26,57,66,77,89,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,55,2016-04-03 ~ 2016-04-09,Confession%FLORIDA GEORGIA LINE,27,60,60,62,62,56
0,16,0.00595238095238,0.0,0.0,1.0,0.0,56,2016-04-17 ~ 2016-04-23,Confession%FLORIDA GEORGIA LINE,27,56,55,60,60,0
0,15,0.00595238095238,1.0,0.0,2.0,0.0,56,2016-04-10 ~ 2016-04-16,Confession%FLORIDA GEORGIA LINE,27,55,60,60,62,56
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Confident%DEMI LOVATO,28,101,101,101,101,101
0,15,0.688327745982,1.0,0.0,16.0,0.8,101,2016-04-10 ~ 2016-04-16,Confident%DEMI LOVATO,28,101,101,101,101,101
1,16,6.29106245694,0.980769230769,0.0192307692308,34.3333333333,0.153846153846,101,2016-04-17 ~ 2016-04-23,Confident%DEMI LOVATO,28,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,68,2016-04-03 ~ 2016-04-09,Cut It%O.T. GENASIS ,29,74,80,85,94,62
1,15,0.00595238095238,0.0,0.0,1.0,0.0,62,2016-04-10 ~ 2016-04-16,Cut It%O.T. GENASIS ,29,68,74,80,85,62
2,16,0.00595238095238,0.0,0.0,1.0,0.0,62,2016-04-17 ~ 2016-04-23,Cut It%O.T. GENASIS ,29,62,68,74,80,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,13,2016-04-03 ~ 2016-04-09,Dangerous Woman%ARIANA GRANDE,30,10,101,101,101,12
0,15,9.57446808511,0.0,1.0,0.142857142857,0.166666666667,12,2016-04-10 ~ 2016-04-16,Dangerous Woman%ARIANA GRANDE,30,13,10,101,101,12
1,16,15.7715398345,0.0,1.0,0.0357142857143,0.0,12,2016-04-17 ~ 2016-04-23,Dangerous Woman%ARIANA GRANDE,30,12,13,10,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Dessert%DAWIN,31,101,101,101,101,101
0,15,27.7777777778,0.466666666667,0.0,8.0,0.2,101,2016-04-10 ~ 2016-04-16,Dessert%DAWIN,31,101,101,101,101,101
1,16,3.97460667955,0.25,0.0,16.0,0.133333333333,101,2016-04-17 ~ 2016-04-23,Dessert%DAWIN,31,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Dibs%KELSEA BALLERINI,32,101,101,101,69,101
0,15,29.0713324361,0.833333333333,0.0,6.0,0.0,101,2016-04-10 ~ 2016-04-16,Dibs%KELSEA BALLERINI,32,101,101,101,101,101
1,16,1.15479203051,0.222222222222,0.0,3.0,4.33333333333,101,2016-04-17 ~ 2016-04-23,Dibs%KELSEA BALLERINI,32,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,44,2016-04-03 ~ 2016-04-09,Die A Happy Man%THOMAS RHETT,33,43,41,38,39,45
1,15,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-10 ~ 2016-04-16,Die A Happy Man%THOMAS RHETT,33,44,43,41,38,45
2,16,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-17 ~ 2016-04-23,Die A Happy Man%THOMAS RHETT,33,45,44,43,41,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Digits%YOUNG THUG,34,101,101,101,101,93
0,15,0.252129090094,1.0,0.0,6.0,0.4,93,2016-04-10 ~ 2016-04-16,Digits%YOUNG THUG,34,101,101,101,101,93
1,16,0.598762557381,1.0,0.0,6.0,0.4,93,2016-04-17 ~ 2016-04-23,Digits%YOUNG THUG,34,93,101,101,101,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,25,2016-04-10 ~ 2016-04-16,Don't Let Me Down%THE CHAINSMOKERS ,35,31,54,63,76,25
0,14,0.00595238095238,0.0,0.0,1.0,0.0,31,2016-04-03 ~ 2016-04-09,Don't Let Me Down%THE CHAINSMOKERS ,35,54,63,76,81,25
0,16,165.592160797,0.176861702128,0.811436170213,0.218217562254,0.59920212766,25,2016-04-17 ~ 2016-04-23,Don't Let Me Down%THE CHAINSMOKERS ,35,25,31,54,63,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,24,2016-04-10 ~ 2016-04-16,Don't%BRYSON TILLER,36,23,21,19,19,24
0,14,0.00595238095238,0.0,0.0,1.0,0.0,23,2016-04-03 ~ 2016-04-09,Don't%BRYSON TILLER,36,21,19,19,17,24
0,16,864.854392444,0.0330141129032,0.447580645161,0.0742824985931,3.75982862903,24,2016-04-17 ~ 2016-04-23,Don't%BRYSON TILLER,36,24,23,21,19,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,25,2016-04-03 ~ 2016-04-09,Down In The DM%YO GOTTI,37,22,18,18,13,26
1,15,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-10 ~ 2016-04-16,Down In The DM%YO GOTTI,37,25,22,18,18,26
2,16,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-17 ~ 2016-04-23,Down In The DM%YO GOTTI,37,26,25,22,18,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,40,2016-04-03 ~ 2016-04-09,Drunk On Your Love%BRETT ELDREDGE,38,44,49,54,52,35
1,15,0.00595238095238,0.0,0.0,1.0,0.0,35,2016-04-10 ~ 2016-04-16,Drunk On Your Love%BRETT ELDREDGE,38,40,44,49,54,35
2,16,0.00595238095238,0.0,0.0,1.0,0.0,35,2016-04-17 ~ 2016-04-23,Drunk On Your Love%BRETT ELDREDGE,38,35,40,44,49,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,49,2016-04-03 ~ 2016-04-09,Ex's & Oh's%ELLE KING,39,48,40,40,34,101
0,15,26.9548848326,0.203389830508,0.0,73.0,0.0988700564972,101,2016-04-10 ~ 2016-04-16,Ex's & Oh's%ELLE KING,39,49,48,40,40,101
1,16,94.4425267518,0.171052631579,0.00187969924812,61.0,0.111842105263,101,2016-04-17 ~ 2016-04-23,Ex's & Oh's%ELLE KING,39,101,49,48,40,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-03 ~ 2016-04-09,Exchange%BRYSON TILLER,40,30,26,36,37,29
0,15,0.225397968288,0.0,0.25,0.5,0.5,29,2016-04-10 ~ 2016-04-16,Exchange%BRYSON TILLER,40,26,30,26,36,29
1,16,0.842874201025,0.4,0.2,1.8,1.2,29,2016-04-17 ~ 2016-04-23,Exchange%BRYSON TILLER,40,29,26,30,26,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,100,2016-04-03 ~ 2016-04-09,Fast Car%JONAS BLUE ,41,100,101,101,101,98
0,15,0.40162322721,1.0,0.0,9.0,0.0,98,2016-04-10 ~ 2016-04-16,Fast Car%JONAS BLUE ,41,100,100,101,101,98
1,16,3.07644499689,1.0,0.0,23.0,0.0454545454545,98,2016-04-17 ~ 2016-04-23,Fast Car%JONAS BLUE ,41,98,100,100,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Get Ugly%JASON DERULO,42,101,97,77,65,101
0,15,0.481726185498,0.0,1.0,0.111111111111,0.0,101,2016-04-10 ~ 2016-04-16,Get Ugly%JASON DERULO,42,101,101,97,77,101
1,16,12.6054432596,0.0,1.0,0.0434782608696,0.0454545454545,101,2016-04-17 ~ 2016-04-23,Get Ugly%JASON DERULO,42,101,101,101,97,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Gotta Lotta%2 CHAINZ ,44,101,100,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Gotta Lotta%2 CHAINZ ,44,101,101,100,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Gotta Lotta%2 CHAINZ ,44,101,101,101,100,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,15,2016-04-03 ~ 2016-04-09,Hands To Myself%SELENA GOMEZ,45,15,13,15,11,17
0,15,1.00204119503,0.0,0.0,1.0,0.0,17,2016-04-10 ~ 2016-04-16,Hands To Myself%SELENA GOMEZ,45,15,15,13,15,17
1,16,3.58414704193,0.0384615384615,0.0384615384615,1.0,0.269230769231,17,2016-04-17 ~ 2016-04-23,Hands To Myself%SELENA GOMEZ,45,17,15,15,13,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,92,2016-04-03 ~ 2016-04-09,Head Over Boots%JON PARDI,46,94,98,97,101,85
1,15,0.00595238095238,0.0,0.0,1.0,0.0,85,2016-04-10 ~ 2016-04-16,Head Over Boots%JON PARDI,46,92,94,98,97,85
2,16,0.00595238095238,0.0,0.0,1.0,0.0,85,2016-04-17 ~ 2016-04-23,Head Over Boots%JON PARDI,46,85,92,94,98,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,75,2016-04-03 ~ 2016-04-09,Heartbeat%CARRIE UNDERWOOD,47,56,48,46,44,80
0,15,0.00595238095238,1.0,0.0,2.0,1.0,80,2016-04-10 ~ 2016-04-16,Heartbeat%CARRIE UNDERWOOD,47,75,56,48,46,80
1,16,0.00595238095238,0.0,1.0,0.5,0.0,80,2016-04-17 ~ 2016-04-23,Heartbeat%CARRIE UNDERWOOD,47,80,75,56,48,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Hello Friday%FLO RIDA ,48,101,101,79,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Hello Friday%FLO RIDA ,48,101,101,101,79,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Hello Friday%FLO RIDA ,48,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,19,2016-04-03 ~ 2016-04-09,Hello%ADELE,49,16,12,11,8,19
0,15,11.3142006451,0.226315789474,0.0947368421053,2.31578947368,0.563157894737,19,2016-04-10 ~ 2016-04-16,Hello%ADELE,49,19,16,12,11,19
1,16,68.1685764226,0.410256410256,0.0615384615385,6.55102040816,0.952564102564,19,2016-04-17 ~ 2016-04-23,Hello%ADELE,49,19,19,16,12,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,47,2016-04-03 ~ 2016-04-09,Here%ALESSIA CARA,50,39,32,33,26,101
0,15,0.765916706558,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Here%ALESSIA CARA,50,47,39,32,33,101
1,16,0.730528745545,0.125,0.0,3.0,0.5625,101,2016-04-17 ~ 2016-04-23,Here%ALESSIA CARA,50,101,47,39,32,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,46,2016-04-03 ~ 2016-04-09,Hide Away%DAYA,51,41,37,31,23,101
0,15,0.758286578711,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Hide Away%DAYA,51,46,41,37,31,101
1,16,0.96554335479,0.0,0.0,1.0,0.0588235294118,101,2016-04-17 ~ 2016-04-23,Hide Away%DAYA,51,101,46,41,37,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,History%ONE DIRECTION,52,101,101,100,98,101
0,15,4.34006072513,0.0740740740741,0.0740740740741,1.0,0.37037037037,101,2016-04-10 ~ 2016-04-16,History%ONE DIRECTION,52,101,101,101,100,101
1,16,8.05998791713,0.0634920634921,0.015873015873,2.5,0.428571428571,101,2016-04-17 ~ 2016-04-23,History%ONE DIRECTION,52,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Hollow%TORI KELLY,53,101,101,101,84,101
0,15,0.173938251921,0.5,0.5,1.0,0.5,101,2016-04-10 ~ 2016-04-16,Hollow%TORI KELLY,53,101,101,101,101,101
1,16,0.190400634669,0.0,1.0,0.2,1.5,101,2016-04-17 ~ 2016-04-23,Hollow%TORI KELLY,53,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,91,2016-04-03 ~ 2016-04-09,Home Alone Tonight%LUKE BRYAN ,54,85,70,63,56,90
1,15,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-10 ~ 2016-04-16,Home Alone Tonight%LUKE BRYAN ,54,91,85,70,63,90
2,16,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-17 ~ 2016-04-23,Home Alone Tonight%LUKE BRYAN ,54,90,91,85,70,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,34,2016-04-03 ~ 2016-04-09,Hotline Bling%DRAKE,55,28,27,24,21,38
0,15,0.195026816187,0.0,0.0,1.0,0.0,38,2016-04-10 ~ 2016-04-16,Hotline Bling%DRAKE,55,34,28,27,24,38
1,16,0.589101620029,0.454545454545,0.0,6.0,0.454545454545,38,2016-04-17 ~ 2016-04-23,Hotline Bling%DRAKE,55,38,34,28,27,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,51,2016-04-03 ~ 2016-04-09,Humble And Kind%TIM McGRAW,56,58,57,67,73,44
0,15,0.400444938821,1.0,0.0,3.0,0.5,44,2016-04-10 ~ 2016-04-16,Humble And Kind%TIM McGRAW,56,51,58,57,67,44
1,16,0.112058768599,0.5,0.0,2.0,4.5,44,2016-04-17 ~ 2016-04-23,Humble And Kind%TIM McGRAW,56,44,51,58,57,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101,101,101,101,92
0,15,0.420278434463,0.25,0.0,2.0,1.0,92,2016-04-10 ~ 2016-04-16,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101,101,101,101,92
1,16,0.552350558488,0.6,0.0,7.0,1.0,92,2016-04-17 ~ 2016-04-23,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,92,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,88,2016-04-03 ~ 2016-04-09,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,82,71,61,51,86
1,15,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-10 ~ 2016-04-16,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,88,82,71,61,86
2,16,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-17 ~ 2016-04-23,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,86,88,82,71,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,56,2016-04-03 ~ 2016-04-09,I Like The Sound Of That%RASCAL FLATTS,59,67,67,72,72,52
