,week,twitter_per_hour,pos_rate,neg_rate,ratio_pos_neg,favorite_rate,current_rank,date_period,Song_ID,Song_IDN,past_rank_1,past_rank_2,past_rank_3,past_rank_4,next_rank
0,14,0.00595238095238,0.0,0.0,1.0,0.0,43,2016-04-03 ~ 2016-04-09,Be Alright%ARIANA GRANDE,14,101,101,101,101,101
0,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Be Alright%ARIANA GRANDE,14,101,43,101,101,0
0,15,0.247422680412,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Be Alright%ARIANA GRANDE,14,43,101,101,101,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,72,2016-04-03 ~ 2016-04-09,Beautiful Drug%ZAC BROWN BAND,15,52,55,57,59,76
1,15,0.00595238095238,0.0,0.0,1.0,0.0,76,2016-04-10 ~ 2016-04-16,Beautiful Drug%ZAC BROWN BAND,15,72,52,55,57,76
2,16,0.00595238095238,0.0,0.0,1.0,0.0,76,2016-04-17 ~ 2016-04-23,Beautiful Drug%ZAC BROWN BAND,15,76,72,52,55,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,65,2016-04-03 ~ 2016-04-09,Best Friend%YOUNG THUG,16,57,56,51,48,66
1,15,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-10 ~ 2016-04-16,Best Friend%YOUNG THUG,16,65,57,56,51,66
2,16,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-17 ~ 2016-04-23,Best Friend%YOUNG THUG,16,66,65,57,56,0
0,14,0.63464081093,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,101
1,15,3.53738822836,0.428571428571,0.0142857142857,15.5,0.0428571428571,101,2016-04-10 ~ 2016-04-16,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,101
2,16,12.6859827721,0.277777777778,0.0,6.0,0.0,101,2016-04-17 ~ 2016-04-23,Bet You Can't Do It Like Me%DLOW,17,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,98,2016-04-03 ~ 2016-04-09,Body%DREEZY ,18,101,101,101,101,89
0,15,0.765265451453,0.416666666667,0.166666666667,2.0,0.583333333333,89,2016-04-10 ~ 2016-04-16,Body%DREEZY ,18,98,101,101,101,89
1,16,0.00595238095238,0.0,0.0,1.0,0.0,89,2016-04-17 ~ 2016-04-23,Body%DREEZY ,18,89,98,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Break On Me.%KEITH URBAN,19,99,81,65,54,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Break On Me.%KEITH URBAN,19,101,99,81,65,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Break On Me.%KEITH URBAN,19,101,101,99,81,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Break Up In A Small Town%SAM HUNT,20,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,9,2016-04-03 ~ 2016-04-09,Cake By The Ocean%DNCE,21,9,9,10,9,11
0,15,2.96213405302,0.48,0.06,6.25,0.42,11,2016-04-10 ~ 2016-04-16,Cake By The Ocean%DNCE,21,9,9,9,10,11
1,16,0.418103898819,0.1,0.0,2.0,0.1,11,2016-04-17 ~ 2016-04-23,Cake By The Ocean%DNCE,21,11,9,9,9,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,61,2016-04-03 ~ 2016-04-09,Came Here To Forget%BLAKE SHELTON,22,42,54,101,101,48
0,16,0.00595238095238,0.0,0.0,1.0,0.0,48,2016-04-17 ~ 2016-04-23,Came Here To Forget%BLAKE SHELTON,22,48,61,42,54,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,48,2016-04-10 ~ 2016-04-16,Came Here To Forget%BLAKE SHELTON,22,61,42,54,101,48
0,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Can't Feel My Face%THE WEEKND,23,101,50,45,39,101
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Can't Feel My Face%THE WEEKND,23,50,45,39,38,101
0,16,17.1632896305,0.0892857142857,0.0178571428571,3.66666666667,0.116071428571,101,2016-04-17 ~ 2016-04-23,Can't Feel My Face%THE WEEKND,23,101,101,50,45,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,71,2016-04-03 ~ 2016-04-09,Cheap Thrills%SIA ,24,87,92,91,97,39
0,15,1.49089930218,1.0,0.0,21.0,0.45,39,2016-04-10 ~ 2016-04-16,Cheap Thrills%SIA ,24,71,87,92,91,39
1,16,7.72532188841,1.0,0.0,6.0,0.0,39,2016-04-17 ~ 2016-04-23,Cheap Thrills%SIA ,24,39,71,87,92,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Close%NICK JONAS ,25,101,101,101,101,27
0,15,6.55729293603,0.408450704225,0.0352112676056,9.83333333333,0.457746478873,27,2016-04-10 ~ 2016-04-16,Close%NICK JONAS ,25,101,101,101,101,27
1,16,5.07478699118,0.29203539823,0.106194690265,2.61538461538,0.911504424779,27,2016-04-17 ~ 2016-04-23,Close%NICK JONAS ,25,27,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,66,2016-04-03 ~ 2016-04-09,Company%JUSTIN BIEBER,26,77,89,101,101,57
0,15,313.613101331,0.0365535248042,0.0130548302872,2.63636363636,0.0744125326371,57,2016-04-10 ~ 2016-04-16,Company%JUSTIN BIEBER,26,66,77,89,101,57
1,16,742.033563672,0.0595466155811,0.0207535121328,2.85496183206,2.19236909323,57,2016-04-17 ~ 2016-04-23,Company%JUSTIN BIEBER,26,57,66,77,89,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,55,2016-04-03 ~ 2016-04-09,Confession%FLORIDA GEORGIA LINE,27,60,60,62,62,56
0,16,0.00595238095238,0.0,0.0,1.0,0.0,56,2016-04-17 ~ 2016-04-23,Confession%FLORIDA GEORGIA LINE,27,56,55,60,60,0
0,15,0.157542339504,0.333333333333,0.0,2.0,0.333333333333,56,2016-04-10 ~ 2016-04-16,Confession%FLORIDA GEORGIA LINE,27,55,60,60,62,56
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Confident%DEMI LOVATO,28,101,101,101,101,101
0,15,7.36255363516,0.980392156863,0.0,51.0,0.411764705882,101,2016-04-10 ~ 2016-04-16,Confident%DEMI LOVATO,28,101,101,101,101,101
1,16,8.64300626305,1.0,0.0,24.0,0.173913043478,101,2016-04-17 ~ 2016-04-23,Confident%DEMI LOVATO,28,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,68,2016-04-03 ~ 2016-04-09,Cut It%O.T. GENASIS ,29,74,80,85,94,62
1,15,0.00595238095238,0.0,0.0,1.0,0.0,62,2016-04-10 ~ 2016-04-16,Cut It%O.T. GENASIS ,29,68,74,80,85,62
2,16,0.00595238095238,0.0,0.0,1.0,0.0,62,2016-04-17 ~ 2016-04-23,Cut It%O.T. GENASIS ,29,62,68,74,80,0
0,14,0.00595238095238,0.0,1.0,0.5,1.0,13,2016-04-03 ~ 2016-04-09,Dangerous Woman%ARIANA GRANDE,30,10,101,101,101,12
1,15,1.38315243492,0.0,1.0,0.0588235294118,0.25,12,2016-04-10 ~ 2016-04-16,Dangerous Woman%ARIANA GRANDE,30,13,10,101,101,12
2,16,4.22907488987,0.0,1.0,0.0769230769231,0.0,12,2016-04-17 ~ 2016-04-23,Dangerous Woman%ARIANA GRANDE,30,12,13,10,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Dessert%DAWIN,31,101,101,101,101,101
0,15,2.25247146174,0.266666666667,0.0444444444444,4.33333333333,0.133333333333,101,2016-04-10 ~ 2016-04-16,Dessert%DAWIN,31,101,101,101,101,101
1,16,0.714115686741,0.4,0.0,7.0,0.2,101,2016-04-17 ~ 2016-04-23,Dessert%DAWIN,31,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Dibs%KELSEA BALLERINI,32,101,101,101,69,101
0,15,2.23402054747,0.722222222222,0.0,14.0,1.05555555556,101,2016-04-10 ~ 2016-04-16,Dibs%KELSEA BALLERINI,32,101,101,101,101,101
1,16,0.314901593252,0.285714285714,0.0,3.0,5.57142857143,101,2016-04-17 ~ 2016-04-23,Dibs%KELSEA BALLERINI,32,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,44,2016-04-03 ~ 2016-04-09,Die A Happy Man%THOMAS RHETT,33,43,41,38,39,45
0,16,0.00595238095238,0.0,0.0,1.0,0.0,45,2016-04-17 ~ 2016-04-23,Die A Happy Man%THOMAS RHETT,33,45,44,43,41,0
0,15,0.00595238095238,1.0,0.0,2.0,0.0,45,2016-04-10 ~ 2016-04-16,Die A Happy Man%THOMAS RHETT,33,44,43,41,38,45
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Digits%YOUNG THUG,34,101,101,101,101,93
0,15,34.7107438017,0.928571428571,0.0,14.0,0.285714285714,93,2016-04-10 ~ 2016-04-16,Digits%YOUNG THUG,34,101,101,101,101,93
1,16,0.295631227417,1.0,0.0,4.0,0.333333333333,93,2016-04-17 ~ 2016-04-23,Digits%YOUNG THUG,34,93,101,101,101,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,25,2016-04-10 ~ 2016-04-16,Don't Let Me Down%THE CHAINSMOKERS ,35,31,54,63,76,25
0,14,0.00595238095238,0.0,0.0,1.0,0.0,31,2016-04-03 ~ 2016-04-09,Don't Let Me Down%THE CHAINSMOKERS ,35,54,63,76,81,25
0,16,155.148759156,0.162470023981,0.825839328537,0.19702467344,0.909472422062,25,2016-04-17 ~ 2016-04-23,Don't Let Me Down%THE CHAINSMOKERS ,35,25,31,54,63,0
0,15,0.00595238095238,0.0,0.0,1.0,0.0,24,2016-04-10 ~ 2016-04-16,Don't%BRYSON TILLER,36,23,21,19,19,24
0,14,0.00595238095238,0.0,0.0,1.0,0.0,23,2016-04-03 ~ 2016-04-09,Don't%BRYSON TILLER,36,21,19,19,17,24
0,16,40.1827209533,0.0462633451957,0.0355871886121,1.27272727273,0.209964412811,24,2016-04-17 ~ 2016-04-23,Don't%BRYSON TILLER,36,24,23,21,19,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,25,2016-04-03 ~ 2016-04-09,Down In The DM%YO GOTTI,37,22,18,18,13,26
1,15,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-10 ~ 2016-04-16,Down In The DM%YO GOTTI,37,25,22,18,18,26
2,16,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-17 ~ 2016-04-23,Down In The DM%YO GOTTI,37,26,25,22,18,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,40,2016-04-03 ~ 2016-04-09,Drunk On Your Love%BRETT ELDREDGE,38,44,49,54,52,35
1,15,0.00595238095238,0.0,0.0,1.0,0.0,35,2016-04-10 ~ 2016-04-16,Drunk On Your Love%BRETT ELDREDGE,38,40,44,49,54,35
2,16,0.00595238095238,0.0,0.0,1.0,0.0,35,2016-04-17 ~ 2016-04-23,Drunk On Your Love%BRETT ELDREDGE,38,35,40,44,49,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,49,2016-04-03 ~ 2016-04-09,Ex's & Oh's%ELLE KING,39,48,40,40,34,101
0,15,102.966884156,0.219512195122,0.00573888091822,34.1111111111,0.331420373027,101,2016-04-10 ~ 2016-04-16,Ex's & Oh's%ELLE KING,39,49,48,40,40,101
1,16,35.7378618761,0.197969543147,0.00253807106599,39.5,0.109137055838,101,2016-04-17 ~ 2016-04-23,Ex's & Oh's%ELLE KING,39,101,49,48,40,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,26,2016-04-03 ~ 2016-04-09,Exchange%BRYSON TILLER,40,30,26,36,37,29
0,15,0.720452856081,0.357142857143,0.214285714286,1.5,0.571428571429,29,2016-04-10 ~ 2016-04-16,Exchange%BRYSON TILLER,40,26,30,26,36,29
1,16,0.725245945674,0.5,0.0833333333333,3.5,0.75,29,2016-04-17 ~ 2016-04-23,Exchange%BRYSON TILLER,40,29,26,30,26,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,100,2016-04-03 ~ 2016-04-09,Fast Car%JONAS BLUE ,41,100,101,101,101,98
0,15,1.86600115185,1.0,0.0,28.0,0.037037037037,98,2016-04-10 ~ 2016-04-16,Fast Car%JONAS BLUE ,41,100,100,101,101,98
1,16,1.01077457621,1.0,0.0,9.0,0.125,98,2016-04-17 ~ 2016-04-23,Fast Car%JONAS BLUE ,41,98,100,100,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Get Ugly%JASON DERULO,42,101,97,77,65,101
0,15,3.09001823969,0.0,1.0,0.04,0.0,101,2016-04-10 ~ 2016-04-16,Get Ugly%JASON DERULO,42,101,101,97,77,101
1,16,0.262358799951,0.0,1.0,0.142857142857,0.0,101,2016-04-17 ~ 2016-04-23,Get Ugly%JASON DERULO,42,101,101,101,97,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Good To Be Alive (Hallelujah)%ANDY GRAMMER,43,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Gotta Lotta%2 CHAINZ ,44,101,100,101,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Gotta Lotta%2 CHAINZ ,44,101,101,100,101,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Gotta Lotta%2 CHAINZ ,44,101,101,101,100,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,15,2016-04-03 ~ 2016-04-09,Hands To Myself%SELENA GOMEZ,45,15,13,15,11,17
0,15,1.5933484027,0.0,0.0,1.0,0.0,17,2016-04-10 ~ 2016-04-16,Hands To Myself%SELENA GOMEZ,45,15,15,13,15,17
1,16,1.57236450268,0.0909090909091,0.0909090909091,1.0,0.636363636364,17,2016-04-17 ~ 2016-04-23,Hands To Myself%SELENA GOMEZ,45,17,15,15,13,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,92,2016-04-03 ~ 2016-04-09,Head Over Boots%JON PARDI,46,94,98,97,101,85
1,15,0.00595238095238,0.0,0.0,1.0,0.0,85,2016-04-10 ~ 2016-04-16,Head Over Boots%JON PARDI,46,92,94,98,97,85
2,16,0.00595238095238,0.0,0.0,1.0,0.0,85,2016-04-17 ~ 2016-04-23,Head Over Boots%JON PARDI,46,85,92,94,98,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,75,2016-04-03 ~ 2016-04-09,Heartbeat%CARRIE UNDERWOOD,47,56,48,46,44,80
0,15,0.214890092671,0.25,0.75,0.5,0.25,80,2016-04-10 ~ 2016-04-16,Heartbeat%CARRIE UNDERWOOD,47,75,56,48,46,80
1,16,0.00595238095238,0.0,1.0,0.5,0.0,80,2016-04-17 ~ 2016-04-23,Heartbeat%CARRIE UNDERWOOD,47,80,75,56,48,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Hello Friday%FLO RIDA ,48,101,101,79,101,101
1,15,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Hello Friday%FLO RIDA ,48,101,101,101,79,101
2,16,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Hello Friday%FLO RIDA ,48,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,19,2016-04-03 ~ 2016-04-09,Hello%ADELE,49,16,12,11,8,19
0,15,59.0922180626,0.284750337382,0.0661268556005,4.24,0.609986504723,19,2016-04-10 ~ 2016-04-16,Hello%ADELE,49,19,16,12,11,19
1,16,31.1577232461,0.420588235294,0.0911764705882,4.5,0.720588235294,19,2016-04-17 ~ 2016-04-23,Hello%ADELE,49,19,19,16,12,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,47,2016-04-03 ~ 2016-04-09,Here%ALESSIA CARA,50,39,32,33,26,101
0,15,1.7648789097,0.2,0.0,4.0,0.0666666666667,101,2016-04-10 ~ 2016-04-16,Here%ALESSIA CARA,50,47,39,32,33,101
1,16,1.16005254939,0.0,0.0,1.0,0.692307692308,101,2016-04-17 ~ 2016-04-23,Here%ALESSIA CARA,50,101,47,39,32,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,46,2016-04-03 ~ 2016-04-09,Hide Away%DAYA,51,41,37,31,23,101
0,15,1.39977489,0.0,0.0,1.0,0.0,101,2016-04-10 ~ 2016-04-16,Hide Away%DAYA,51,46,41,37,31,101
1,16,0.279920378204,0.0,0.0,1.0,0.0,101,2016-04-17 ~ 2016-04-23,Hide Away%DAYA,51,101,46,41,37,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,History%ONE DIRECTION,52,101,101,100,98,101
0,15,8.86473635051,0.189655172414,0.0172413793103,7.66666666667,0.189655172414,101,2016-04-10 ~ 2016-04-16,History%ONE DIRECTION,52,101,101,101,100,101
1,16,2.6825633383,0.157894736842,0.0526315789474,2.0,0.526315789474,101,2016-04-17 ~ 2016-04-23,History%ONE DIRECTION,52,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,Hollow%TORI KELLY,53,101,101,101,84,101
0,15,2.94045577064,0.3,0.7,0.5,0.2,101,2016-04-10 ~ 2016-04-16,Hollow%TORI KELLY,53,101,101,101,101,101
1,16,0.368644718652,0.0,1.0,0.333333333333,2.5,101,2016-04-17 ~ 2016-04-23,Hollow%TORI KELLY,53,101,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,91,2016-04-03 ~ 2016-04-09,Home Alone Tonight%LUKE BRYAN ,54,85,70,63,56,90
1,15,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-10 ~ 2016-04-16,Home Alone Tonight%LUKE BRYAN ,54,91,85,70,63,90
2,16,0.00595238095238,0.0,0.0,1.0,0.0,90,2016-04-17 ~ 2016-04-23,Home Alone Tonight%LUKE BRYAN ,54,90,91,85,70,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,34,2016-04-03 ~ 2016-04-09,Hotline Bling%DRAKE,55,28,27,24,21,38
0,15,0.329459137915,0.166666666667,0.0,2.0,0.166666666667,38,2016-04-10 ~ 2016-04-16,Hotline Bling%DRAKE,55,34,28,27,24,38
1,16,0.392905866303,0.166666666667,0.0,2.0,0.333333333333,38,2016-04-17 ~ 2016-04-23,Hotline Bling%DRAKE,55,38,34,28,27,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,51,2016-04-03 ~ 2016-04-09,Humble And Kind%TIM McGRAW,56,58,57,67,73,44
0,16,0.00595238095238,0.0,0.0,1.0,0.0,44,2016-04-17 ~ 2016-04-23,Humble And Kind%TIM McGRAW,56,44,51,58,57,0
0,15,0.208432242152,1.0,0.0,6.0,0.6,44,2016-04-10 ~ 2016-04-16,Humble And Kind%TIM McGRAW,56,51,58,57,67,44
0,14,0.00595238095238,0.0,0.0,1.0,0.0,101,2016-04-03 ~ 2016-04-09,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101,101,101,101,92
0,15,0.661399963256,0.307692307692,0.0,5.0,0.615384615385,92,2016-04-10 ~ 2016-04-16,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,101,101,101,101,92
1,16,0.363330529857,0.666666666667,0.0,5.0,0.0,92,2016-04-17 ~ 2016-04-23,"Huntin', Fishin' & Lovin' Every Day%LUKE BRYAN",57,92,101,101,101,0
0,14,0.00595238095238,0.0,0.0,1.0,0.0,88,2016-04-03 ~ 2016-04-09,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,82,71,61,51,86
1,15,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-10 ~ 2016-04-16,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,88,82,71,61,86
2,16,0.00595238095238,0.0,0.0,1.0,0.0,86,2016-04-17 ~ 2016-04-23,I Know What You Did Last Summer%SHAWN MENDES & CAMILA CABELLO,58,86,88,82,71,0
